Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Distance,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
765,HYUNDAI,Santa FE,6,Jeep,Yes,Diesel,2.0,164997.0,4,Automatic,Front,04,Left wheel,Black,4,33243
609,TOYOTA,Camry,3,Sedan,Yes,Hybrid,2.5,35058.0,4,Automatic,Front,04,Left wheel,White,12,18817
1646,LEXUS,GX 470,6,Jeep,Yes,Petrol,4.6,273493.0,8,Automatic,4x4,04,Left wheel,Silver,0,69935
687,HYUNDAI,Elantra,11,Sedan,Yes,Petrol,1.6,112417.0,4,Automatic,Front,04,Left wheel,Silver,4,14069
810,NISSAN,Sentra,5,Sedan,No,Petrol,1.8,19200.0,4,Automatic,Front,04,Left wheel,Silver,12,21937
0,MERCEDES-BENZ,E 220 211,13,Sedan,Yes,Diesel,2.2,0.0,4,Automatic,Rear,04,Left wheel,Beige,8,15681
1537,TOYOTA,Highlander,12,Jeep,Yes,Hybrid,3.3,420550.0,6,Automatic,4x4,04,Left wheel,Blue,12,12074
0,HONDA,FIT,15,Hatchback,No,Petrol,1.3,0.0,4,Automatic,Front,04,Right-hand drive,Black,4,30
1661,JAGUAR,XF,11,Sedan,Yes,Petrol,4.2,0.0,8,Automatic,Rear,04,Left wheel,Black,12,470
1399,LEXUS,RX 450,11,Jeep,Yes,Hybrid,3.5,317470.0,6,Automatic,4x4,04,Left wheel,Grey,12,220
0,BMW,316,27,Sedan,Yes,Petrol,1.6,308910.0,4,Manual,Rear,04,Left wheel,Carnelian red,2,6899
640,SSANGYONG,REXTON,8,Jeep,Yes,Diesel,2.0,105924.0,4,Automatic,Front,04,Left wheel,White,4,39161
640,VOLKSWAGEN,Scirocco,8,Sedan,Yes,Petrol,2.0,143720.0,4,Automatic,Front,04,Left wheel,Black,12,2038
0,HONDA,FIT,17,Hatchback,No,Petrol,1.5,124234.0,4,Variator,Front,04,Right-hand drive,Silver,2,10036
0,OPEL,Astra,23,Hatchback,No,Petrol,1.6,200000.0,4,Manual,Front,04,Left wheel,Silver,4,7527
0,NISSAN,Tiida,16,Hatchback,No,Petrol,1.8,190000.0,4,Variator,Front,04,Right-hand drive,White,2,9600
697,VOLKSWAGEN,Jetta,6,Sedan,No,Petrol,1.8,89000.0,4,Tiptronic,Front,04,Left wheel,Blue,10,11917
639,VOLKSWAGEN,Jetta,7,Sedan,Yes,Diesel,2.0,82392.0,4,Automatic,Front,04,Left wheel,Silver,12,1568
1714,LEXUS,RX 350,4,Jeep,Yes,Petrol,3.5,50914.0,6,Automatic,Front,04,Left wheel,White,12,627
1099,SSANGYONG,REXTON,11,Jeep,Yes,Diesel,2.7,225450.0,4,Automatic,Front,04,Left wheel,Black,4,20592
862,TOYOTA,Camry,10,Sedan,Yes,Petrol,2.5,155200.0,4,Tiptronic,Front,04,Left wheel,Grey,12,19761
0,HONDA,FIT,16,Sedan,No,Petrol,1.5,223000.0,4,Tiptronic,Front,04,Right-hand drive,Grey,5,8154
1832,MERCEDES-BENZ,Sprinter,16,Microbus,Yes,Diesel,2.2,117000.0,4,Manual,Rear,02,Left wheel,White,2,19757
0,TOYOTA,Camry,8,Sedan,Yes,Hybrid,2.5,170000.0,4,Automatic,Front,04,Left wheel,Beige,0,26657
0,MERCEDES-BENZ,C 300,2,Sedan,Yes,Petrol,3.0,2000.0,8,Tiptronic,Rear,04,Left wheel,White,12,350
431,FORD,Fusion,5,Sedan,Yes,Hybrid,2.0,89202.0,4,Automatic,Front,04,Left wheel,Black,12,784
1172,LEXUS,RX 350,10,Jeep,Yes,Petrol,3.5,181189.0,6,Automatic,4x4,04,Left wheel,White,12,549
707,SSANGYONG,Actyon,10,Jeep,Yes,Diesel,2.0,76640.0,4,Automatic,Front,04,Left wheel,Silver,4,9948
0,MERCEDES-BENZ,E 200,22,Sedan,No,Diesel,1.2,111111.0,4,Manual,Front,02,Left wheel,Black,0,1000
0,VOLKSWAGEN,Jetta,10,Sedan,Yes,Petrol,2.5,136000.0,4,Tiptronic,Front,04,Left wheel,Black,10,16400
986,TOYOTA,Camry,11,Sedan,Yes,Hybrid,2.4,129170.0,4,Automatic,Front,04,Left wheel,Black,12,2352
431,KIA,Optima HYBRID,5,Sedan,No,Hybrid,2.0,75851.0,4,Automatic,Front,04,Left wheel,White,10,26030
781,TOYOTA,Camry,9,Sedan,Yes,Hybrid,2.5,159379.0,4,Automatic,Front,04,Left wheel,White,12,3136
1811,LEXUS,GX 460,11,Jeep,Yes,Petrol,4.6,155821.0,8,Automatic,4x4,04,Left wheel,Black,0,39201
0,BMW,330,20,Sedan,No,Petrol,3.0,168000.0,6,Manual,Rear,04,Left wheel,Blue,4,11604
481,KIA,Optima,4,Sedan,Yes,Hybrid,2.0,26000.0,4,Tiptronic,Front,04,Left wheel,White,16,37633
1325,TOYOTA,Camry se,2,Sedan,Yes,Petrol,2.5,19050.0,4,Automatic,Front,04,Left wheel,Silver,12,34497
0,HONDA,FIT,18,Sedan,No,Petrol,1.5,189000.0,4,Tiptronic,Front,04,Right-hand drive,Silver,4,8154
2418,MERCEDES-BENZ,SL 55 AMG,3,Sedan,Yes,Petrol,4.7,29819.0,8,Automatic,Rear,04,Left wheel,Black,12,74953
642,CHEVROLET,Orlando,9,Jeep,Yes,Diesel,2.0,229056.0,4,Automatic,Front,04,Left wheel,Red,4,15423
1017,MERCEDES-BENZ,E 300,4,Sedan,Yes,Petrol,2.0,26802.0,4,Automatic,Rear,04,Left wheel,Black,12,314
777,SUBARU,Forester,7,Jeep,No,Petrol,2.5,81000.0,4,Variator,4x4,04,Left wheel,Black,7,19444
1324,TOYOTA,Highlander,11,Jeep,Yes,Hybrid,3.3,300366.0,6,Automatic,4x4,04,Left wheel,Blue,12,14269
1053,MERCEDES-BENZ,E 350,7,Sedan,Yes,Diesel,3.5,67232.0,6,Automatic,4x4,04,Left wheel,Silver,12,188
1086,DODGE,Avenger,9,Sedan,Yes,Petrol,3.6,667058.0,6,Automatic,Front,04,Left wheel,Blue,12,706
1273,LEXUS,RX 350,6,Jeep,Yes,Petrol,3.5,90680.0,6,Automatic,4x4,04,Left wheel,Black,16,47042
0,HONDA,FIT,12,Hatchback,No,Petrol,1.5,240000.0,4,Manual,Front,04,Left wheel,Red,4,12544
1273,HYUNDAI,Santa FE,1,Sedan,Yes,Petrol,2.4,15149.0,4,Automatic,4x4,04,Left wheel,White,12,16308
0,TOYOTA,Camry SE,9,Sedan,Yes,Petrol,2.5,144000.0,4,Tiptronic,Front,04,Left wheel,Black,4,26657
753,HYUNDAI,Sonata,9,Sedan,Yes,Hybrid,2.4,226814.0,4,Automatic,Front,04,Left wheel,Black,0,282
640,FORD,C-MAX,8,Hatchback,Yes,Plug-in Hybrid,2.0,60000.0,4,Automatic,Rear,04,Left wheel,Grey,10,22580
0,MERCEDES-BENZ,Vito,11,Minivan,No,Diesel,2.2,315000.0,8,Manual,Rear,04,Left wheel,White,4,34497
862,FORD,Escape,10,Jeep,Yes,Hybrid,2.5,130306.0,4,Automatic,4x4,04,Left wheel,Green,0,314
975,AUDI,Q5,9,Jeep,Yes,Petrol,3.2,56000.0,6,Tiptronic,4x4,04,Left wheel,White,11,36692
0,BMW,318,18,Coupe,No,Petrol,1.8,220000.0,4,Tiptronic,Rear,02,Right-hand drive,Silver,8,50
1268,TOYOTA,Aqua S,9,Hatchback,No,Hybrid,1.5,150000.0,4,Tiptronic,Front,04,Right-hand drive,Blue,2,9722
919,MERCEDES-BENZ,ML 350,9,Jeep,Yes,Diesel,3.0,180251.0,6,Automatic,4x4,04,Left wheel,White,12,2979
765,HYUNDAI,Santa FE,6,Jeep,Yes,Diesel,2.0,94090.0,4,Automatic,Front,04,Left wheel,Silver,4,51373
0,MITSUBISHI,Pajero,29,Jeep,No,Diesel,2.5,11111.0,4,Manual,4x4,02,Left wheel,Red,0,8781
707,CHEVROLET,Cruze,10,Sedan,Yes,Diesel,2.0,162001.0,4,Automatic,Front,04,Left wheel,White,4,14884
1327,TOYOTA,RAV 4,3,Jeep,Yes,Petrol,2.5,61742.0,4,Automatic,4x4,04,Left wheel,Black,12,282
0,HONDA,Cr-v,22,Jeep,No,CNG,2.0,275200.0,4,Manual,4x4,04,Right-hand drive,Black,2,6115
0,JAGUAR,X-type,17,Sedan,No,Petrol,2.1,96000.0,6,Automatic,Front,04,Right-hand drive,Green,8,5959
777,HYUNDAI,H1,7,Minivan,Yes,Diesel,2.5,120309.0,4,Automatic,Front,04,Left wheel,Black,4,30583
0,BMW,318,26,Sedan,No,Petrol,1.8,300000.0,4,Manual,Rear,04,Left wheel,Black,2,4077
0,TOYOTA,Camry,14,Sedan,No,LPG,2.4,144000.0,4,Automatic,Front,04,Left wheel,Beige,6,15053
0,MITSUBISHI,Pajero IO,16,Jeep,No,Petrol,2.0,155800.0,4,Automatic,4x4,04,Left wheel,Silver,8,15053
0,BMW,318,23,Sedan,No,Petrol,1.9,1000.0,4,Manual,Rear,04,Left wheel,Black,0,6899
0,FORD,Transit,17,Goods wagon,No,Diesel,2.0,132000.0,4,Manual,Front,04,Left wheel,Silver,1,13485
1104,BMW,X5,6,Jeep,Yes,Petrol,3.0,204461.0,6,Automatic,4x4,04,Left wheel,White,0,15994
431,HYUNDAI,Sonata,5,Sedan,Yes,Hybrid,2.0,251768.0,4,Automatic,Front,04,Left wheel,White,4,16308
891,HYUNDAI,Sonata,5,Sedan,Yes,LPG,2.0,292837.0,4,Automatic,Front,04,Left wheel,Silver,4,11290
0,TOYOTA,Prius,14,Sedan,No,Hybrid,1.5,336000.0,4,Automatic,Front,04,Left wheel,Black,8,11917
503,TOYOTA,Aqua,9,Hatchback,Yes,Petrol,1.5,157000.0,4,Automatic,Front,04,Left wheel,Black,4,16869
333,FORD,Fusion,7,Sedan,Yes,Hybrid,2.0,124493.0,4,Automatic,Front,04,Left wheel,White,0,4861
0,VOLKSWAGEN,Caddy,24,Goods wagon,No,Diesel,1.9,260000.0,4,Manual,Front,02,Left wheel,Green,1,3763
877,HYUNDAI,Tucson,4,Jeep,Yes,Diesel,1.7,45331.0,4,Automatic,Front,04,Left wheel,Blue,4,48534
0,TOYOTA,Corolla,7,Sedan,No,Petrol,1.8,143000.0,4,Automatic,Front,04,Left wheel,Carnelian red,10,21639
781,FORD,Fusion,9,Sedan,No,Hybrid,2.5,256000.0,4,Variator,Front,04,Left wheel,White,8,8938
0,TOYOTA,ISIS,14,Minivan,No,Petrol,2.0,250000.0,4,Tiptronic,Front,04,Right-hand drive,White,2,50
1051,KIA,Optima,5,Sedan,No,Petrol,2.4,74500.0,4,Tiptronic,Front,04,Left wheel,Carnelian red,12,22580
730,FORD,Escape,5,Jeep,No,Petrol,1.6,0.0,4,Automatic,4x4,04,Left wheel,White,0,16308
0,HYUNDAI,Elantra,7,Sedan,No,Petrol,1.8,150400.0,6,Tiptronic,Front,04,Left wheel,Carnelian red,6,18817
697,TOYOTA,Corolla,6,Sedan,Yes,Petrol,1.8,152630.0,4,Automatic,Front,04,Left wheel,White,12,4861
777,SUBARU,Forester,7,Jeep,No,Petrol,2.5,50000.0,4,Automatic,4x4,04,Left wheel,Silver,6,25716
779,TOYOTA,Camry,8,Sedan,Yes,Hybrid,2.5,124184.0,4,Automatic,Front,04,Left wheel,Silver,12,5018
0,TOYOTA,Prius,11,Sedan,No,Hybrid,1.8,18000.0,4,Automatic,Front,04,Left wheel,White,0,40
988,TOYOTA,Prius,14,Hatchback,No,Hybrid,1.5,154000.0,4,Automatic,Front,04,Left wheel,Blue,12,8781
0,TOYOTA,Vitz RS,13,Hatchback,No,Petrol,1.3,112000.0,4,Variator,Front,04,Right-hand drive,Silver,4,12544
585,TOYOTA,Prius V,8,Hatchback,No,Hybrid,1.8,147000.0,4,Variator,Front,04,Left wheel,Silver,6,20071
1017,MERCEDES-BENZ,E 300,4,Sedan,Yes,Petrol,2.0,1600.0,4,Automatic,Rear,04,Left wheel,Black,12,392
642,CHEVROLET,Orlando,9,Jeep,Yes,Diesel,2.0,218525.0,4,Automatic,Front,04,Left wheel,Grey,4,14834
1282,KIA,Sportage,14,Jeep,Yes,Diesel,2.0,91232.0,4,Automatic,Front,04,Left wheel,White,4,6899
639,SSANGYONG,REXTON,7,Jeep,Yes,Diesel,2.0,119950.0,4,Automatic,Front,04,Left wheel,White,4,42987
0,MERCEDES-BENZ,E 320,18,Sedan,Yes,CNG,3.2,136000.0,6,Tiptronic,Rear,04,Left wheel,Silver,10,20385
0,MERCEDES-BENZ,ML 350,11,Jeep,Yes,Petrol,3.5,216600.0,6,Tiptronic,Rear,04,Left wheel,Beige,0,26971
0,MERCEDES-BENZ,E 220,22,Sedan,No,Diesel,2.2,3000.0,4,Automatic,Rear,04,Left wheel,Silver,6,9408
0,HONDA,FIT,16,Hatchback,No,Petrol,1.3,150000.0,4,Automatic,Front,04,Right-hand drive,Silver,2,50
642,HYUNDAI,Santa FE,9,Jeep,Yes,Diesel,2.0,138013.0,4,Automatic,Front,04,Left wheel,White,4,32340
1047,HYUNDAI,Elantra,14,Sedan,Yes,Petrol,1.6,139000.0,4,Automatic,Front,04,Left wheel,Silver,4,11368
690,HONDA,FIT,5,Jeep,Yes,Petrol,1.5,31869.0,4,Automatic,Front,04,Left wheel,Black,0,862
475,CHEVROLET,Cruze,9,Sedan,Yes,Petrol,1.4,104000.0,4,Tiptronic,Front,04,Left wheel,Silver,12,14113
1185,VOLKSWAGEN,Crafter,12,Microbus,No,Diesel,2.5,335000.0,5,Manual,Rear,04,Left wheel,Beige,6,16621
781,TOYOTA,Camry XLE,9,Sedan,Yes,Hybrid,2.5,98298.0,4,Automatic,Front,04,Left wheel,Grey,8,21796
0,NISSAN,Juke,9,Jeep,No,Petrol,1.6,128000.0,4,Tiptronic,Front,04,Left wheel,Grey,4,21169
1018,MERCEDES-BENZ,ML 350,10,Jeep,Yes,Diesel,3.0,275862.0,6,Automatic,4x4,04,Left wheel,Silver,12,470
1058,MERCEDES-BENZ,E 350,9,Sedan,Yes,Petrol,3.5,56277.0,6,Tiptronic,4x4,04,Left wheel,White,12,29793
0,HYUNDAI,Elantra,9,Sedan,No,Petrol,1.8,100000.0,4,Automatic,Rear,04,Left wheel,Black,8,15367
502,HONDA,FIT,8,Hatchback,Yes,Petrol,1.5,119213.0,4,Automatic,Front,04,Left wheel,Blue,12,549
753,JEEP,Compass,9,Jeep,Yes,Petrol,2.4,88000.0,4,Automatic,Front,04,Left wheel,Grey,4,32305
586,HYUNDAI,Elantra,9,Sedan,Yes,Petrol,1.8,0.0,4,Tiptronic,Front,04,Left wheel,Grey,10,12544
751,HYUNDAI,Sonata LIMITED,8,Sedan,Yes,Petrol,2.4,107200.0,4,Tiptronic,Front,04,Left wheel,Beige,8,19130
1347,FORD,Escape,13,Jeep,Yes,Hybrid,2.5,148800.0,4,Automatic,4x4,04,Left wheel,Green,6,14426
0,BMW,330,14,Coupe,Yes,Petrol,3.0,157800.0,8,Tiptronic,4x4,02,Left wheel,Silver,8,60
0,TOYOTA,Corolla,18,Hatchback,No,Petrol,1.6,2000000.0,4,Manual,Front,04,Right-hand drive,Grey,4,8154
831,HYUNDAI,Tucson SE,4,Jeep,No,Petrol,1.6,28897.0,4,Automatic,4x4,04,Left wheel,Grey,10,30734
0,FORD,Escape,6,Jeep,Yes,Petrol,1.6,123000.0,4,Automatic,Front,04,Left wheel,Grey,0,28852
0,TOYOTA,RAV 4,13,Jeep,No,Diesel,2.2,150000.0,4,Manual,4x4,04,Left wheel,Grey,8,25089
1058,MERCEDES-BENZ,ML 350,9,Jeep,Yes,Diesel,3.5,245762.0,6,Automatic,4x4,04,Left wheel,Black,12,157
1091,HYUNDAI,H1,5,Minivan,Yes,Diesel,2.5,96334.0,4,Automatic,Front,04,Left wheel,Grey,4,42218
1053,MERCEDES-BENZ,E 350,7,Sedan,Yes,Diesel,3.5,67232.0,6,Automatic,4x4,04,Left wheel,Silver,12,188
586,TOYOTA,Prius,9,Hatchback,Yes,Hybrid,1.8,373634.0,4,Automatic,Front,04,Left wheel,White,12,470
1141,HYUNDAI,Genesis,9,Sedan,Yes,Petrol,3.8,94055.0,4,Automatic,Front,04,Left wheel,Silver,4,17249
1017,HYUNDAI,Tucson,4,Jeep,Yes,Diesel,2.0,140004.0,4,Automatic,Front,04,Left wheel,Blue,4,36068
0,OPEL,Zafira,18,Minivan,No,CNG,1.6,197500.0,4,Manual,Front,04,Left wheel,Grey,8,9408
891,HYUNDAI,Sonata,5,Sedan,Yes,LPG,2.0,488038.0,4,Automatic,Front,04,Left wheel,Orange,4,13172
730,HYUNDAI,Elantra,5,Sedan,Yes,LPG,1.6,138241.0,4,Automatic,Front,04,Left wheel,Grey,4,21395
0,TOYOTA,Prius,10,Sedan,No,Hybrid,1.8,100006.0,4,Automatic,Front,04,Left wheel,White,10,17876
779,TOYOTA,Camry,8,Sedan,Yes,Petrol,2.5,308694.0,4,Automatic,Front,04,Left wheel,Grey,12,3920
1104,AUDI,A8,6,Sedan,Yes,Diesel,3.0,131674.0,6,Automatic,4x4,04,Left wheel,Black,12,706
271,TOYOTA,Prius,7,Hatchback,Yes,Hybrid,1.5,89986.0,4,Automatic,Front,04,Left wheel,Grey,0,18817
0,OPEL,Vectra,20,Sedan,No,CNG,2.2,175000.0,4,Manual,Front,04,Left wheel,Green,4,4704
0,HYUNDAI,H1,14,Microbus,Yes,Diesel,2.4,84000.0,4,Manual,Rear,04,Left wheel,White,2,21953
585,MERCEDES-BENZ,C 250 1.8,8,Sedan,Yes,Petrol,1.8,83500.0,4,Tiptronic,Rear,04,Left wheel,Grey,12,26030
0,RENAULT,Megane 1.9 CDI,13,Sedan,No,Diesel,1.9,163124.0,4,Manual,Front,04,Left wheel,White,10,14583
650,VOLKSWAGEN,Jetta SE,5,Sedan,Yes,Petrol,1.4,76466.0,4,Automatic,Front,04,Left wheel,Black,8,16621
308,TOYOTA,Prius,7,Hatchback,Yes,Hybrid,1.8,146019.0,4,Automatic,Front,04,Left wheel,White,12,188
0,LEXUS,IS 250,11,Sedan,Yes,Petrol,2.5,117000.0,6,Tiptronic,Rear,04,Left wheel,Black,12,26030
0,TOYOTA,Ipsum,19,Minivan,No,Petrol,2.4,110000.0,4,Automatic,Front,04,Right-hand drive,Silver,8,10820
1481,JAGUAR,F-pace,4,Jeep,Yes,Petrol,3.0,28421.0,6,Automatic,4x4,04,Left wheel,Red,12,549
0,TOYOTA,Prius,9,Hatchback,No,Hybrid,1.8,212800.0,4,Variator,Front,04,Left wheel,Silver,0,19914
0,TOYOTA,Prius,12,Hatchback,Yes,Hybrid,1.5,80000.0,4,Variator,Front,04,Left wheel,Blue,12,30
934,TOYOTA,RAV 4,6,Jeep,Yes,Petrol,2.5,99616.0,4,Automatic,4x4,04,Left wheel,Silver,12,706
0,LEXUS,HS 250h,10,Sedan,Yes,Hybrid,2.4,150000.0,4,Automatic,Front,04,Left wheel,Blue,10,100
707,HYUNDAI,Sonata,10,Sedan,Yes,Petrol,2.0,190000.0,4,Automatic,Front,04,Left wheel,Grey,4,14834
781,TOYOTA,Camry HYBRID,9,Sedan,Yes,Hybrid,2.5,87725.0,4,Tiptronic,Front,04,Left wheel,Red,10,11604
779,VOLKSWAGEN,Passat sel,8,Sedan,Yes,Petrol,2.5,60000.0,5,Tiptronic,Front,04,Left wheel,Black,6,22580
531,HYUNDAI,Elantra,9,Sedan,Yes,Petrol,1.6,165000.0,4,Automatic,Front,04,Left wheel,White,4,20297
1053,MERCEDES-BENZ,E 350,7,Sedan,Yes,Diesel,3.5,219030.0,6,Automatic,4x4,04,Left wheel,Black,12,29793
490,HONDA,Insight,10,Hatchback,No,Hybrid,1.3,172997.0,4,Variator,Front,04,Left wheel,Blue,6,13328
1058,TOYOTA,Highlander,9,Jeep,Yes,Petrol,3.5,285186.0,6,Automatic,Front,04,Left wheel,Grey,12,9565
0,TOYOTA,Prius,8,Sedan,No,Hybrid,1.8,71257.0,4,Automatic,Front,04,Left wheel,White,7,18660
0,MERCEDES-BENZ,ML 350,7,Jeep,Yes,Diesel,3.5,207568.0,6,Tiptronic,4x4,04,Left wheel,Grey,10,68994
928,OPEL,Astra,14,Sedan,Yes,Petrol,1.4,185000.0,4,Manual,Front,04,Left wheel,Black,10,13799
531,HYUNDAI,Elantra,9,Sedan,Yes,Petrol,1.6,123000.0,4,Automatic,Front,04,Left wheel,Silver,4,19707
1017,HYUNDAI,Tucson SE,4,Jeep,No,Petrol,2.0,31241.0,4,Automatic,Front,04,Left wheel,Blue,10,28068
0,FORD,Fusion,8,Sedan,Yes,Hybrid,2.0,181000.0,4,Automatic,Front,04,Left wheel,Silver,4,27598
518,TOYOTA,Camry,5,Jeep,Yes,Hybrid,2.5,39741.0,4,Automatic,Front,04,Left wheel,Black,12,3763
0,AUDI,A7,5,Sedan,Yes,Petrol,3.0,35500.0,6,Tiptronic,4x4,04,Left wheel,White,12,79971
1091,CHEVROLET,Impala,5,Sedan,Yes,Petrol,2.5,161350.0,4,Automatic,Front,04,Left wheel,Silver,4,34387
0,BMW,X5 E70,8,Jeep,Yes,Petrol,3.0,119700.0,6,Tiptronic,4x4,04,Left wheel,Grey,12,28225
0,KIA,Optima,7,Sedan,Yes,Petrol,2.4,68000.0,4,Tiptronic,Front,04,Left wheel,Black,8,100
642,HYUNDAI,Tucson,9,Jeep,Yes,Diesel,2.0,171996.0,4,Automatic,Front,04,Left wheel,Grey,4,20814
642,CHEVROLET,Cruze,9,Sedan,Yes,Diesel,2.0,227073.0,4,Automatic,Front,04,Left wheel,Grey,4,11992
1935,LEXUS,LS 460,5,Sedan,Yes,Petrol,4.6,45845.0,8,Automatic,Rear,04,Left wheel,Brown,12,25716
0,MAZDA,Verisa,14,Hatchback,No,Petrol,1.5,141000.0,4,Automatic,Front,04,Right-hand drive,Blue,6,9408
0,TOYOTA,Prius,14,Sedan,No,Hybrid,1.5,3200.0,4,Automatic,Front,04,Left wheel,White,0,30
0,FORD,Mustang,7,Coupe,Yes,Petrol,3.7,128000.0,6,Tiptronic,Rear,02,Left wheel,Silver,6,31361
353,TOYOTA,Prius,6,Hatchback,Yes,Hybrid,1.8,188067.0,4,Automatic,Front,04,Left wheel,Black,12,470
0,HONDA,FIT,8,Hatchback,No,Hybrid,1.5,163000.0,4,Automatic,Front,04,Right-hand drive,Sky blue,2,15367
0,HYUNDAI,Sonata,11,Sedan,No,Petrol,2.4,127000.0,4,Tiptronic,Front,04,Left wheel,White,0,15367
394,TOYOTA,Camry,7,Sedan,Yes,Hybrid,2.5,115312.0,4,Automatic,Front,04,Left wheel,Grey,12,706
518,TOYOTA,Avalon,5,Sedan,Yes,Hybrid,2.5,55096.0,4,Automatic,Front,04,Left wheel,Blue,0,1882
640,FORD,C-MAX,8,Hatchback,No,Hybrid,2.0,204010.0,4,Automatic,Front,04,Left wheel,Black,0,17249
0,MERCEDES-BENZ,C 220,26,Sedan,No,Petrol,2.2,310000.0,4,Manual,Rear,04,Left wheel,Black,4,5645
0,SUBARU,B9 Tribeca,13,Jeep,Yes,Petrol,3.6,300000.0,6,Automatic,4x4,04,Left wheel,Brown,8,10976
777,HYUNDAI,H1,7,Minivan,Yes,Diesel,2.5,68578.0,4,Automatic,Front,04,Left wheel,Silver,4,24559
753,HYUNDAI,Sonata,9,Sedan,Yes,Hybrid,2.4,0.0,4,Automatic,Front,04,Left wheel,Red,0,1176
271,TOYOTA,Aqua,7,Universal,Yes,Hybrid,1.5,38311.0,4,Automatic,Front,04,Left wheel,Black,4,26033
751,CHEVROLET,Equinox,8,Jeep,Yes,Petrol,2.4,168179.0,4,Automatic,Front,04,Left wheel,Grey,12,3136
0,FORD,C-MAX,7,Hatchback,Yes,Plug-in Hybrid,2.0,102000.0,4,Tiptronic,Front,04,Left wheel,Beige,6,22266
490,HONDA,Insight,10,Hatchback,Yes,Hybrid,1.3,288704.0,4,Automatic,Front,04,Left wheel,White,0,706
530,NISSAN,Juke,8,Jeep,Yes,Petrol,1.6,166013.0,4,Automatic,Front,04,Left wheel,White,0,2901
0,TOYOTA,Prius,11,Sedan,No,Petrol,1.8,200000.0,4,Automatic,Front,04,Left wheel,Silver,8,17876
1024,TOYOTA,Camry,11,Sedan,Yes,Petrol,2.5,0.0,4,Automatic,Front,04,Left wheel,Red,12,470
1018,BMW,335,10,Coupe,Yes,Petrol,3.0,69950.0,6,Automatic,Rear,02,Left wheel,Blue,12,2666
0,NISSAN,LAFESTA,14,Minivan,No,CNG,2.0,200000.0,4,Automatic,Front,04,Right-hand drive,Blue,4,5500
0,FORD,Mustang,10,Coupe,Yes,Petrol,3.7,132000.0,6,Automatic,Rear,02,Right-hand drive,Grey,7,24462
751,CHEVROLET,Equinox,8,Jeep,Yes,Petrol,2.4,160242.0,4,Automatic,Front,04,Left wheel,Black,12,627
640,HYUNDAI,Santa FE,8,Jeep,Yes,Diesel,2.0,53240.0,4,Automatic,Front,04,Left wheel,Grey,4,29166
1267,TOYOTA,Aqua S,8,Hatchback,No,Hybrid,1.5,117000.0,4,Automatic,Front,04,Right-hand drive,White,6,10036
867,OPEL,Combo,14,Universal,No,Diesel,1.3,185000.0,4,Manual,Front,04,Left wheel,Blue,4,9095
528,HYUNDAI,Accent,7,Sedan,Yes,Diesel,1.6,143000.0,4,Automatic,Front,04,Left wheel,White,4,13589
501,HONDA,FIT,7,Hatchback,Yes,Petrol,1.5,28300.0,4,Automatic,Front,04,Left wheel,Silver,4,25243
836,HYUNDAI,Sonata,11,Sedan,Yes,Petrol,2.0,111293.0,4,Automatic,Front,04,Left wheel,Silver,4,12720
0,TOYOTA,Aqua,8,Hatchback,No,Hybrid,1.5,185000.0,4,Variator,Front,04,Right-hand drive,White,2,12231
1474,JAGUAR,XK,9,Cabriolet,Yes,Petrol,5.0,84541.0,8,Automatic,Rear,04,Left wheel,White,12,3450
780,CHEVROLET,Cruze,2,Minivan,Yes,Petrol,1.4,43371.0,4,Automatic,Front,04,Left wheel,Silver,12,470
0,MAZDA,Mazda 6,19,Sedan,No,Petrol,2.3,224000.0,4,Manual,Front,04,Left wheel,Blue,0,6272
1110,SSANGYONG,REXTON,4,Jeep,Yes,Diesel,2.2,58113.0,4,Automatic,Front,04,Left wheel,White,4,58579
1275,TOYOTA,Camry,2,Sedan,Yes,Petrol,2.4,10000.0,4,Tiptronic,Front,04,Left wheel,Blue,12,61154
891,HYUNDAI,Elantra,5,Hatchback,Yes,Petrol,2.0,40464.0,4,Automatic,Front,04,Left wheel,Grey,12,3136
0,HYUNDAI,Elantra,8,Sedan,No,LPG,1.8,96000.0,4,Tiptronic,Front,04,Left wheel,White,8,50
0,NISSAN,Patrol,21,Jeep,No,Diesel,3.0,320000.0,4,Manual,4x4,04,Left wheel,Blue,6,26657
0,CHEVROLET,Camaro,8,Coupe,No,Petrol,3.6,131000.0,6,Tiptronic,Rear,02,Left wheel,Red,6,29793
1834,MERCEDES-BENZ,E 220 ELEGANCE,17,Sedan,No,Diesel,2.2,257000.0,4,Tiptronic,Rear,04,Left wheel,Silver,6,10976
1024,TOYOTA,RAV 4,11,Jeep,Yes,Petrol,2.5,136171.0,4,Automatic,4x4,04,Left wheel,Black,12,2822
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,404303.0,4,Automatic,Front,04,Left wheel,Silver,4,11604
1811,LEXUS,GX 470,11,Jeep,Yes,Petrol,4.6,357246.0,8,Automatic,4x4,04,Left wheel,Grey,0,16308
0,FORD,Transit,16,Microbus,No,Diesel,2.4,350000.0,4,Manual,Rear,04,Left wheel,White,1,16621
0,CHEVROLET,Cruze,9,Sedan,No,Petrol,1.4,140000.0,4,Manual,Front,04,Left wheel,Carnelian red,8,15681
